license_plate,status,platform,created_at,shipped_at,sold_price,country,channel_ref,platform_fee
BW221109133038,shipped,Bol,2021-11-28T10:11:47,2021-11-29T15:15:56,151.93,NETHERLANDS,38KN-LP4L-1MV6,28.58
BW221109133036,shipped,Bol,2021-11-28T07:18:44,2021-11-29T15:16:19,130.88,BELGIUM,6CUB-Y1U0-0H39,23.59
BW221109133016,shipped,Bol,2021-10-15T16:04:48,2021-10-15T18:11:01,74.11,NETHERLANDS,Y3W1-J62U-TCUQ,6.38
BW221109132983,shipped,Bol,2022-08-22T06:11:45,2022-08-22T11:41:31,56.33,NETHERLANDS,UX57-3GAJ-48U4,5.09
BW221109132974,shipped,Bol,2022-05-21T11:25:45,2022-05-22T17:03:59,31.95,NETHERLANDS,HKC8-TA8M-W9KK,6.8
BW221109132947,shipped,Amazon,2022-04-30T15:34:10,2022-05-01T17:16:46,274.53,GERMANY,DN59-1HG3-G42K,
BW221109132939,shipped,Bol,2021-11-05T10:46:45,2021-11-05T16:45:45,276.89,BELGIUM,A3BV-VDH3-JNTN,23.1
BW221109132932,shipped,Bol,2022-05-04T16:04:45,2022-05-04T19:54:04,38.47,NETHERLANDS,VBVX-T38C-N0QP,3.79
BW221109132790,shipped,Amazon,2022-05-14T08:24:53,2022-05-15T14:45:04,71.75,GERMANY,JPWV-F6B7-V97J,
BW221109132751,shipped,Kaufland,2022-01-18T12:19:11,2022-01-18T21:26:00,84.22,GERMANY,HVK0-AFQW-TW9K,13.15
BW221109132677,shipped,Bol,2021-11-14T15:46:49,2021-11-15T15:01:04,194.97,BELGIUM,W065-G41A-GEA0,17.15
BW221109132673,shipped,Kaufland,2022-04-30T10:35:20,2022-05-01T17:15:43,54.24,GERMANY,3P2B-GPWU-EB2K,4.87
BW221109132628,shipped,Bol,2022-05-08T12:46:45,2022-05-08T20:39:04,119.19,NETHERLANDS,YRUE-LXYR-YL34,9.65
BW221109132606,shipped,Bol,2022-02-24T12:04:45,2022-02-24T18:31:53,39.31,NETHERLANDS,VH0P-LX0R-FNB9,5.85
BW221109132605,cancelled,Bol,2022-07-20T13:11:44,,70.69,,9G0U-1VW8-59RA,7.41
BW221109132602,shipped,Blokker,2022-04-01T13:29:28,2022-04-01T17:13:03,47.26,NETHERLANDS,MB2K-AVPU-3LQP,
BW221109132592,shipped,Bol,2021-11-29T09:11:51,2021-11-29T16:27:05,29.83,NETHERLANDS,KLWN-AHR6-K1H6,6.42
BW221109132567,shipped,Bol,2022-05-23T12:46:47,2022-05-23T18:18:05,59.26,NETHERLANDS,UY0M-AHAN-EH6D,11.76
BW221109132560,shipped,Bol,2021-07-14T20:46:56,2021-07-15T13:50:30,13.62,NETHERLANDS,FNT8-3XNH-FTFU,2.95
BW221109132557,shipped,Ebay,2022-05-07T21:20:31,2022-05-08T20:40:06,19.16,GERMANY,304A-VNEG-W1NR,1.48
BW221109132525,shipped,Bol,2022-08-10T08:11:44,2022-08-10T15:52:49,35.93,NETHERLANDS,E9NG-02KB-7FTA,3.63
BW221109132415,shipped,Ebay,2021-10-11T16:26:31,2021-10-11T18:30:44,109.44,GERMANY,MEHW-GQ6P-9PE4,7.91
BW221109132361,shipped,Bol,2021-11-13T13:32:42,2021-11-15T15:00:53,185.72,NETHERLANDS,CV05-RBAN-LREE,16.48
BW221109132319,shipped,Bol,2021-11-13T12:46:43,2021-11-15T15:00:54,392.1,BELGIUM,J3B2-54U2-LT2M,26.72
BW221109132271,shipped,Ebay,2021-11-12T17:20:54,2021-11-15T15:01:00,200.32,NETHERLANDS,FHBN-0K6B-U695,19.2
BW221109132269,shipped,Bol,2021-08-15T11:11:53,2021-08-15T15:27:49,14.49,NETHERLANDS,E687-V2XQ-5RT5,3.11
BW221109132176,shipped,Bol,2021-08-02T21:18:55,2021-08-03T12:46:07,45.74,NETHERLANDS,6BQL-98R1-AD39,9.3
BW221109132170,shipped,Bol,2021-10-24T07:04:43,2021-10-24T14:41:08,62.15,NETHERLANDS,1YVR-9WGK-9JL8,5.51
BW221109132080,shipped,Bol,2022-04-02T12:53:45,2022-04-04T18:01:01,13.44,BELGIUM,0NTJ-E8XD-H4QX,1.46
BW221109132011,shipped,Bol,2021-06-21T21:42:03,2021-06-22T13:40:46,233.09,BELGIUM,WX0B-6W7C-4DFR,43.31
BW221109131896,shipped,Bol,2022-07-19T12:04:44,2022-07-19T18:22:33,12.93,NETHERLANDS,9J25-87XW-LD6T,2.83
BW221109131893,shipped,Bol,2021-10-14T09:18:44,2021-10-14T13:36:00,79.74,BELGIUM,CR3D-4WXT-MK0X,12.58
BW221109131859,shipped,Bol,2021-06-23T23:33:22,2021-06-24T13:10:59,17.27,BELGIUM,8GMV-XF02-REXE,2.25
BW221109131849,shipped,Bol,2021-10-13T18:32:41,2021-10-14T13:26:02,53.62,NETHERLANDS,MF22-R6U6-K569,10.73
BW221109131796,shipped,Bol,2022-10-05T13:53:45,2022-10-05T20:05:01,88.37,NETHERLANDS,5CGB-YP5Q-8M5X,17.04
BW221109131728,shipped,Bol,2021-10-10T18:46:42,2021-10-11T20:07:54,60.96,NETHERLANDS,LBFC-WQ1X-5N8P,12.06
BW221109131713,shipped,Bol,2022-05-10T09:11:44,2022-05-10T13:06:21,110.28,NETHERLANDS,NC60-1QLG-KA8D,21.02
BW221109131623,shipped,Bol,2022-02-20T08:18:51,2022-02-20T18:21:21,99.99,NETHERLANDS,1PFF-K1HW-U2M3,19.15
BW221109131605,shipped,Bol,2021-11-28T11:53:51,2021-11-28T21:15:46,50.23,NETHERLANDS,1QH5-BB3E-TTJ2,5.56
BW221109131599,shipped,Bva NL,2021-06-23T17:59:03,2021-06-24T13:55:44,207.09,NETHERLANDS,84f5c7b0-fc00-4182-a72d-08d9340b0dbd,
BW221109131595,shipped,Bol,2021-06-28T10:54:34,2021-06-28T13:05:43,32.45,BELGIUM,58AN-0CTN-KXL2,3.36
BW221109131503,shipped,Bol,2021-12-02T07:46:43,2021-12-02T19:57:24,53.89,NETHERLANDS,1893-KQXE-8MRK,9.48
BW221109131483,shipped,Bva NL,2021-10-10T21:17:02,2021-10-11T20:10:54,14.04,NETHERLANDS,863eccb0-4fa4-42bc-7606-08d9886e8150,
BW221109131449,shipped,Bol,2022-02-19T22:53:46,2022-02-20T18:17:34,33.92,NETHERLANDS,GEW3-8LQN-U9A1,7.16
BW221109131402,shipped,Amazon,2021-07-29T13:57:14,2021-07-29T18:20:54,26.97,FRANCE,FM71-0HA8-2JTW,5
BW221109131336,shipped,Backmarket FR,2022-09-19T11:18:42,2022-09-19T16:24:52,374.17,FRANCE,26V4-511C-U07D,
BW221109131324,shipped,Bol,2022-08-25T05:39:48,2022-08-25T19:18:45,42.89,BELGIUM,1EVC-ERD9-LQ5H,8.79
BW221109131258,shipped,Ebay,2021-07-27T07:19:52,2021-07-27T12:25:17,168.6,GERMANY,074M-RENW-R3G8,21.7
BW221109131114,shipped,Bva NL,2022-04-11T20:31:03,2022-04-12T13:04:56,108.81,NETHERLANDS,a3d76f68-ea46-43bb-c671-08da1b9a2876,
BW221109131099,shipped,Bva NL,2022-03-23T21:52:01,2022-03-24T21:12:43,168.48,NETHERLANDS,d9c81b45-572f-4540-632c-08da0b1cd3a1,
BW221109131078,shipped,Amazon,2021-07-26T21:57:21,2021-07-27T12:25:42,25.68,AUSTRIA,LJ7D-1TCF-CTBR,
BW221109131028,shipped,Bol,2022-01-23T20:25:52,2022-01-24T13:31:24,47.27,BELGIUM,FWF6-WLN6-3MCX,4.43
BW221109131016,shipped,Bol,2021-09-29T15:04:51,2021-09-29T19:43:30,139.17,NETHERLANDS,5L91-4BRL-AHTF,9.11
BW221109131015,shipped,Bva NL,2021-09-28T10:31:02,2021-09-29T20:00:38,36.27,NETHERLANDS,0ed93542-5738-43bd-6457-08d97f20c51b,
BW221109130989,shipped,Bva NL,2021-09-28T04:24:10,2021-09-29T20:00:55,91.26,NETHERLANDS,96282a5d-0c35-440d-9365-08d97f604d7b,
BW221109130956,shipped,Bol,2022-02-08T10:32:45,2022-02-08T19:12:27,141.79,BELGIUM,AGQ9-PGAF-22X8,13.29
BW221109130849,shipped,Ebay,2022-03-23T21:20:10,2022-03-24T21:12:28,37.46,GERMANY,GA5U-Q6PD-NF38,3.22
BW221109130731,shipped,Bol,2022-07-13T07:46:43,2022-07-13T15:58:10,45.12,NETHERLANDS,TA8D-EX42-9X0X,2.28
BW221109130724,shipped,Bva NL,2021-08-19T22:10:05,2021-08-20T18:01:54,122.85,NETHERLANDS,f31306db-b21c-43f3-77b2-08d95f4a763d,
BW221109130685,shipped,Bol,2021-10-10T14:39:59,2021-10-10T19:05:49,34.44,BELGIUM,5LF7-KP40-6RYX,6
BW221109130675,shipped,Bol,2021-08-20T12:53:56,2021-08-20T18:02:04,171.26,BELGIUM,6HJ4-8D7U-HA95,15.43
BW221109130666,shipped,Bol,2021-10-10T09:04:48,2021-10-10T18:50:46,22.69,NETHERLANDS,EDJT-X6TC-F943,3.06
BW221109130649,shipped,Bol,2021-07-01T17:04:50,2021-07-01T19:59:36,19.35,NETHERLANDS,16M8-C4VK-D7J1,4.51
BW221109130591,shipped,Amazon,2021-07-01T16:15:16,2021-07-01T18:32:58,89.24,FRANCE,2K8E-95WA-NUAT,16.55
BW221109130577,shipped,Bol,2022-07-13T07:32:53,2022-07-13T15:58:03,48.74,BELGIUM,WAMQ-MV5C-4U63,2.82
BW221109130483,shipped,Amazon,2021-07-01T13:15:10,2021-07-01T18:35:29,92.21,GERMANY,8A6P-VAPE-F20M,16.91
BW221109130390,shipped,Bol,2022-04-28T08:53:53,2022-04-28T20:33:20,41.56,NETHERLANDS,BPVB-H3R4-RG4T,4.52
BW221109130375,shipped,Bol,2021-11-22T12:25:42,2021-11-22T15:01:02,30.43,NETHERLANDS,A777-E5K7-38WH,4.68
BW221109130359,shipped,Bol,2021-06-30T18:34:20,2021-07-01T18:30:48,111.86,NETHERLANDS,8GR1-WR9T-Q4LB,10.47
BW221109130355,shipped,Bol,2021-11-22T11:25:44,2021-11-22T14:57:29,138.98,NETHERLANDS,AKHV-9E52-Q6LJ,11.41
BW221109130306,shipped,Bol,2021-11-22T11:04:44,2021-11-22T14:56:19,313.34,NETHERLANDS,06WU-2LDF-KHXD,27.54
BW221109130218,shipped,Ebay,2021-06-23T06:19:52,2021-06-23T19:35:28,69.54,GERMANY,TDGG-CH4R-U2Q6,7.95
BW221109130203,shipped,Bol,2021-08-09T12:04:49,2021-08-09T20:00:48,32.92,NETHERLANDS,1EH1-369D-VFFG,3.79
BW221109130193,shipped,Bol,2021-11-04T17:18:49,2021-11-04T18:55:46,95.97,NETHERLANDS,9UBX-EJ2L-B7QW,18.42
BW221109130188,shipped,Bol,2021-06-23T12:27:22,2021-06-23T20:00:18,17.55,NETHERLANDS,BW9D-EKX5-L5UK,4.19
BW221109130147,shipped,Bol,2021-06-23T16:54:19,2021-06-23T20:04:01,14.93,NETHERLANDS,LXM7-1WTQ-02EE,3.19
BW221109130092,shipped,Bol,2022-03-21T20:11:53,2022-03-22T14:15:18,112.72,NETHERLANDS,9BPH-BJTF-4AQ8,10.55
BW221109130072,shipped,Bol,2021-11-19T06:32:43,2021-11-19T20:56:07,37.67,NETHERLANDS,8M6F-KHBH-6R98,8.75
BW221109130059,shipped,Bva NL,2022-04-26T21:52:04,2022-04-28T20:33:12,17.55,NETHERLANDS,a695ab9f-8ed0-42c0-b4ba-08da279ce757,
BW221109129911,shipped,Ebay,2022-05-21T13:46:40,2022-05-22T15:41:44,66.6,NETHERLANDS,BMAH-0HTQ-6T7R,8.86
BW221109129739,shipped,Bva NL,2021-07-09T07:24:10,2021-07-09T11:50:28,29.25,BELGIUM,97612ec6-5af2-4698-1077-08d94296e648,
BW221109129672,shipped,Bol,2021-07-08T21:04:48,2021-07-09T12:05:33,34.77,NETHERLANDS,DHNQ-PHUL-JBQV,7.31
BW221109129516,shipped,Bol,2021-10-23T18:32:49,2021-10-24T15:47:10,47.57,BELGIUM,KW3C-VNUW-YXKQ,4.45
BW221109129491,shipped,Bol,2022-03-21T20:04:50,2022-03-22T14:44:50,120.47,NETHERLANDS,7KHX-3UFF-MB57,9.75
BW221109129414,shipped,Bol,2021-11-21T19:04:54,2021-11-22T14:41:07,90.47,NETHERLANDS,F5JJ-75W1-L61C,7.57
BW221109129254,shipped,Bol,2021-11-19T22:39:45,2021-11-22T14:46:32,157.45,BELGIUM,8ENN-CV4H-ANA1,25.77
BW221109129241,shipped,Bol,2022-06-02T18:11:46,2022-06-03T13:39:50,81.31,NETHERLANDS,D7WU-RAJB-T6W5,15.76
BW221109129237,shipped,Ebay,2022-09-26T19:20:36,2022-09-27T13:54:56,108,GERMANY,RAN7-5UFQ-6D3N,16.02
BW221109129212,shipped,Bol,2021-10-01T16:18:59,2021-10-01T19:51:08,36.64,NETHERLANDS,1YA7-296G-1DN3,3.66
BW221109129201,shipped,Bol,2021-07-07T17:18:49,2021-07-07T20:01:52,21.8,NETHERLANDS,24FF-6AK4-97TN,4.96
BW221109129164,shipped,Bol,2021-11-07T01:04:53,2021-11-07T21:08:50,94.27,NETHERLANDS,PACK-4V4C-7RH5,18.11
BW221109129115,shipped,Ebay,2021-07-07T08:40:53,2021-07-07T12:50:32,35.31,GERMANY,PB4X-TEVQ-X20B,3.06
BW221109128977,shipped,Bva NL,2021-09-30T18:24:06,2021-10-01T19:06:28,46.8,NETHERLANDS,b4f184c7-c21e-4994-bd7f-08d97c409788,
BW221109128841,shipped,Bol,2022-06-24T00:25:46,2022-06-24T20:14:19,290.16,NETHERLANDS,JJC9-JL5H-737B,43.13
BW221109128743,shipped,Bva NL,2021-12-16T06:38:10,2021-12-16T16:06:45,12.87,NETHERLANDS,7b8ad577-50ff-4f09-52d5-08d9be1780c1,
BW221109128617,shipped,Amazon,2021-09-30T10:43:26,2021-09-30T13:25:46,106.97,BELGIUM,JLQV-9T3B-96R2,9.33
BW221109128584,shipped,Amazon,2021-07-07T14:57:15,2021-07-07T19:35:23,26.25,FRANCE,0YT3-EH54-WVE3,4.87
BW221109128546,shipped,Bol,2021-07-07T14:46:57,2021-07-07T20:00:57,81.65,NETHERLANDS,UGN6-HQFM-F9HG,7.92
BW221109128538,shipped,Bol,2022-05-04T13:32:48,2022-05-04T16:22:13,27.39,BELGIUM,CJMN-WA8K-F0R8,5.97
BW221109128528,shipped,Bol,2021-12-05T20:53:50,2021-12-06T14:30:49,31.93,NETHERLANDS,VH91-0P3N-7H1P,6.8
BW221109128382,shipped,Bol,2021-10-21T16:46:42,2021-10-21T19:55:47,151.85,BELGIUM,W862-28MC-RD62,12.02
BW221109128215,cancelled,Bol,2021-09-10T05:18:54,,179.69,,YCYK-M26F-NBA1,14.05
BW221109128121,shipped,Bva NL,2022-02-03T12:10:01,2022-02-03T19:01:17,40.95,NETHERLANDS,e41430c2-fae9-4f6c-61ca-08d9e6779ba2,
BW221109128102,shipped,Bol,2021-10-21T15:46:44,2021-10-21T20:01:08,42.96,,JH2B-X5NL-UT7B,4.64
BW221109128091,shipped,Ebay,2022-04-08T15:54:40,2022-04-08T18:24:32,43.33,GERMANY,MC05-GJ51-795X,6.22
BW221109127936,shipped,Amazon,2021-07-28T15:50:08,2021-07-28T18:25:51,159.88,FRANCE,66E8-0K27-XLHW,
BW221109127930,shipped,Bol,2021-07-28T13:18:53,2021-07-28T19:05:38,22.41,NETHERLANDS,UDAX-HKMR-XBJE,4.28
BW221109127862,shipped,Bol,2021-11-20T21:11:44,2021-11-21T14:31:35,53.66,BELGIUM,37CU-B4PR-TNFG,10.74
BW221109127840,shipped,Amazon,2021-11-15T00:15:06,2021-11-15T10:01:12,85.2,FRANCE,38KN-2DB4-2MB9,7.37
BW221109127823,shipped,Bva NL,2022-07-14T19:03:47,2022-07-15T15:39:37,14.04,NETHERLANDS,3d59f32a-3ccc-4527-e04b-08da5f63631d,
BW221109127762,shipped,Bol,2021-10-09T17:11:44,2021-10-10T14:33:21,100.14,NETHERLANDS,Q3QB-PTN0-NU7P,10.27
BW221109127715,shipped,Bol,2021-09-07T12:11:53,2021-09-07T14:26:00,25.38,NETHERLANDS,97Q4-GTB4-P9V1,3.15
BW221109127682,shipped,Bva NL,2021-11-26T19:59:00,2021-11-28T19:15:46,46.8,NETHERLANDS,01bf1700-c3fd-4c51-4b8b-08d9b098afa3,
BW221109127535,shipped,Bol,2021-11-26T18:04:47,2021-11-29T15:15:56,335.15,BELGIUM,GNRU-GQWF-BJYV,53.72
BW221109127512,shipped,Bol,2021-11-26T11:04:48,2021-11-26T16:31:15,46.99,BELGIUM,V611-P0XA-41YX,4.98
BW221109127456,shipped,Bol,2021-11-26T11:04:47,2021-11-26T16:46:11,55.02,NETHERLANDS,E4VL-GVHH-NW5V,4.99
BW221109127455,shipped,Ebay,2022-05-20T21:34:01,2022-05-22T14:27:12,132.44,GERMANY,JA88-RCKK-819T,10.57
BW221109127375,shipped,Bol,2021-08-06T12:25:46,2021-08-06T19:25:44,23.77,NETHERLANDS,1B6T-RBGV-CFD4,5.31
BW221109127229,shipped,Amazon,2021-12-02T17:29:31,2021-12-02T19:16:24,71.89,GERMANY,L4J6-XARR-GPHP,11.51
BW221109127223,shipped,Bol,2021-07-13T13:32:45,2021-07-13T16:31:07,31.73,NETHERLANDS,4X6D-2W9U-5J9A,6.76
BW221109127201,shipped,Bol,2021-09-10T07:05:03,2021-09-10T10:40:48,59.17,BELGIUM,KXRN-C5V7-E4HR,8.16
BW221109127171,shipped,Bol,2022-01-24T20:11:54,2022-01-25T14:33:12,43.19,BELGIUM,8J2G-RGJ1-0M5R,4.14
BW221109127159,shipped,Bol,2022-01-25T08:46:56,2022-01-25T14:46:12,62.9,BELGIUM,5M5G-FC4M-5NBT,6.33
BW221109126919,shipped,Bol,2022-01-25T09:04:43,2022-01-25T15:18:06,70.85,NETHERLANDS,LAR3-B5H7-BUU9,14.14
BW221109126823,shipped,Bol,2021-06-27T22:26:29,2021-06-28T20:18:33,113.46,NETHERLANDS,1TRL-6KHJ-B0WR,9.24
BW221109126727,shipped,Bva NL,2021-06-28T13:38:02,2021-06-28T20:21:22,46.8,NETHERLANDS,c8080878-7425-415b-6610-08d936d9a762,
BW221109126720,cancelled,Bol,2022-06-18T20:53:45,,60.19,,MNW7-L8GT-MF3K,6.1
BW221109126718,shipped,Bol,2021-12-06T16:46:42,2021-12-06T18:46:03,97.78,NETHERLANDS,476A-M4WE-816P,7.29
BW221109126635,cancelled,Bol,2022-01-26T13:53:46,,78.4,,4R38-H33D-D049,6.69
BW221109126536,shipped,Amazon,2021-06-24T12:15:13,2021-06-24T20:20:39,124.68,GERMANY,FYEC-LTGU-JXNF,10.6
BW221109126469,shipped,Bol,2021-09-27T20:11:57,2021-09-28T17:15:49,47.83,NETHERLANDS,C62P-VT3K-7DY8,3.89
BW221109126343,shipped,Bol,2021-09-27T22:04:59,2021-09-28T17:17:49,162.56,NETHERLANDS,QGCW-JGUR-XX8Q,12.8
BW221109126225,shipped,Bol,2021-06-24T11:27:54,2021-06-24T20:25:41,203.29,NETHERLANDS,81Y1-QC7J-50RR,37.9
BW221109126165,shipped,Bol,2021-12-20T05:53:42,2021-12-20T09:46:01,48.66,NETHERLANDS,CEBW-NEDN-DUC3,4.53
BW221109126098,shipped,Bva NL,2021-06-24T05:38:06,2021-06-24T20:21:04,17.55,NETHERLANDS,c88dd91f-c20b-4925-d9b3-08d934e2da9a,
BW221109126096,shipped,Bol,2021-12-18T11:39:44,2021-12-20T09:16:51,30.7,NETHERLANDS,3QXU-ETQ8-MFL5,6.57
BW221109126051,shipped,Bva NL,2021-06-24T04:10:05,2021-06-24T20:20:57,14.04,NETHERLANDS,83b11e6f-8c56-44d8-a842-08d9340b0dbd,
BW221109126004,shipped,Bol,2021-06-23T22:40:07,2021-06-24T20:25:28,37.55,NETHERLANDS,4QH3-3U33-6A0Q,7.81
BW221109125980,shipped,Bol,2021-07-06T15:54:00,2021-07-06T17:50:23,442.56,NETHERLANDS,TCJX-N7DD-15L4,35.13
BW221109125972,shipped,Amazon,2022-01-29T15:15:02,2022-01-30T14:44:25,110.87,GERMANY,EBGH-TWW0-UPQ2,20.24
BW221109125965,shipped,Bol,2021-09-28T08:26:03,2021-09-28T17:17:19,48.53,NETHERLANDS,MLVX-FKXR-7QMM,5.11
BW221109125865,shipped,Bva NL,2021-09-01T12:10:18,2021-09-01T14:50:55,36.27,BELGIUM,3b7467f1-3e61-4060-3750-08d96ca49dde,
BW221109125750,shipped,Bva NL,2021-09-01T09:24:06,2021-09-01T14:11:33,64.35,NETHERLANDS,ea9b6f7d-2090-49c8-e1c9-08d96ca4941c,
BW221109125433,shipped,Bol,2021-09-28T11:04:58,2021-09-28T17:25:56,32.85,BELGIUM,Y7TC-XYGC-YKL2,6.96
BW221109125419,shipped,Bol,2021-11-25T17:32:47,2021-11-25T20:41:07,33.8,NETHERLANDS,VVTA-HW2A-R9Q6,3.45
BW221109125165,shipped,Bol,2021-11-25T14:53:44,2021-11-25T20:46:30,51.74,NETHERLANDS,EURL-AB5U-B86X,10.39
BW221109125109,shipped,Bol,2021-07-14T07:54:09,2021-07-14T16:15:45,320.39,NETHERLANDS,6ED4-BE6C-VYXR,17.07
BW221109125095,shipped,Ebay,2021-08-01T23:19:16,2021-08-02T14:36:06,40.57,GERMANY,695R-6HQJ-H2XW,5.75
BW221109125087,shipped,Bva NL,2021-07-14T06:52:06,2021-07-14T16:30:35,24.57,NETHERLANDS,6cfa7d03-ce19-4ffb-e90f-08d945c7972c,
BW221109124980,shipped,Amazon,2021-07-13T20:57:10,2021-07-14T16:15:40,108.16,GERMANY,99VF-XRHP-Q22H,
BW221109124957,shipped,Amazon,2022-02-08T20:42:12,2022-02-09T14:01:41,77.08,GERMANY,5F6U-37TJ-0X7C,6.63
BW221109124773,shipped,Bol,2021-12-17T22:04:57,2021-12-19T15:26:07,134.96,NETHERLANDS,NJWD-FTFK-2VY7,25.5
BW221109124729,shipped,Bva NL,2021-11-26T12:10:00,2021-11-26T18:16:29,146.25,NETHERLANDS,ba0d01ff-a459-4efc-16fb-08d9a85f7e3e,
BW221109124558,shipped,Bva NL,2021-10-07T12:38:08,2021-10-07T16:26:30,14.04,BELGIUM,74365ce7-04ee-4b88-bba9-08d988aaa028,
BW221109124542,shipped,Bva NL,2022-04-11T08:59:04,2022-04-11T14:34:15,25.74,NETHERLANDS,2d5ba177-81ce-49f3-3afe-08da17d99653,
BW221109124514,shipped,Bol,2021-10-19T16:04:51,2021-10-19T18:25:39,32.74,BELGIUM,RLD2-M12P-X97U,3.38
BW221109124224,shipped,Ebay,2022-08-11T16:20:54,2022-08-11T18:11:07,75.88,GERMANY,CTFD-L7E5-A7WE,10.48
BW221109124172,shipped,Bol,2021-07-20T12:04:48,2021-07-20T13:50:43,33.23,NETHERLANDS,41WC-8GG0-YFXW,5.41
BW221109124072,shipped,Amazon,2022-04-12T20:50:14,2022-04-13T13:02:30,70.47,GERMANY,X8RA-M48Q-T4UU,11.29
BW221109124013,shipped,Bol,2021-06-20T16:19:38,2021-06-20T19:55:52,78.26,NETHERLANDS,XY7T-9LJ5-XFGT,7.63
BW221109123933,shipped,Bol,2021-06-20T16:19:12,2021-06-20T19:55:45,54.95,NETHERLANDS,7CW2-0F5U-90J5,9.05
BW221109123896,shipped,Bol,2021-06-21T18:35:32,2021-06-22T17:36:02,68.4,NETHERLANDS,YVVA-FBMK-050T,5.97
BW221109123843,shipped,Bol,2021-07-20T08:11:50,2021-07-20T13:35:58,59.18,BELGIUM,KA2N-KA63-4HYQ,6.37
BW221109123796,shipped,Bol,2021-06-20T16:07:37,2021-06-20T19:55:43,73.28,NETHERLANDS,NF3P-0T1F-AND4,8.32
BW221109123766,shipped,Bol,2021-07-20T09:40:06,2021-07-20T19:45:29,21.77,NETHERLANDS,M7QU-Q3VP-HHCH,4.95
BW221109123750,shipped,Bol,2021-07-19T21:32:49,2021-07-20T19:45:38,21.63,NETHERLANDS,DGYE-JHWF-HXCG,4.93
BW221109123733,shipped,Bol,2021-06-20T16:06:01,2021-06-20T19:55:49,58.56,BELGIUM,4J73-6DM1-1F0K,11.63
BW221109123688,shipped,Bol,2021-12-03T09:53:41,2021-12-03T14:36:21,54.83,BELGIUM,GF0Q-YQGP-9Q8H,4.98
BW221109123680,shipped,Bva NL,2021-10-03T17:17:18,2021-10-04T14:15:50,38.61,NETHERLANDS,390224df-8119-4bc8-c5c2-08d97c409788,
BW221109123400,shipped,Bol,2021-06-20T15:56:49,2021-06-20T19:55:36,135.45,NETHERLANDS,RRYN-T5P3-5GQJ,12.47
BW221109123304,shipped,Bol,2021-06-20T15:56:49,2021-06-20T19:55:44,29.12,NETHERLANDS,JXW6-B2UN-YQ1G,3.11
BW221109123259,shipped,Bol,2021-06-20T15:55:30,2021-06-20T19:55:40,44.56,NETHERLANDS,JJ1W-0Q18-YHR0,4.24
BW221109123203,shipped,Bol,2021-06-20T15:55:27,2021-06-20T19:55:40,18.53,NETHERLANDS,2ERW-5APK-E81P,4.36
BW221109123111,shipped,Bol,2021-06-20T15:55:26,2021-06-20T19:55:40,39.75,NETHERLANDS,4TQH-KEM1-RCDM,3.89
BW221109123108,shipped,Bol,2021-06-20T15:55:22,2021-06-20T19:55:43,127.82,NETHERLANDS,YFQ7-W2R8-360C,24.2
BW221109123037,shipped,Bol,2022-06-19T18:25:50,2022-06-20T11:28:01,29.98,NETHERLANDS,NQJP-2GTE-33M7,3.18
BW221109123005,shipped,Bol,2021-06-20T15:55:03,2021-06-20T19:55:38,17.96,NETHERLANDS,7J82-98JR-36Q5,3.17
BW221109122952,shipped,Bol,2022-08-24T10:18:42,2022-08-24T18:37:16,246.88,NETHERLANDS,P94P-F1JC-H1R5,13.84
BW221109122869,shipped,Bol,2021-09-30T21:25:52,2021-10-01T13:45:46,210.63,NETHERLANDS,KB4C-9622-TR62,16.29
BW221109122781,shipped,Bol,2021-06-20T15:40:26,2021-06-20T19:55:36,48.09,NETHERLANDS,2T1G-DK0H-U9D4,9.73
BW221109122716,shipped,Bva NL,2021-09-19T21:45:18,2021-09-20T12:11:26,105.3,NETHERLANDS,486979fc-3068-4821-f98c-08d96ca6598d,
BW221109122647,shipped,Bol,2021-06-20T15:34:29,2021-06-20T19:55:39,27.74,NETHERLANDS,6WLH-5PXR-XW30,6.03
BW221109122559,shipped,Bol,2021-06-20T15:34:09,2021-06-20T19:55:37,35.13,BELGIUM,EBJK-N8PB-8KTD,7.38
BW221109122385,shipped,Bol,2021-06-20T15:33:54,2021-06-20T19:55:34,51.69,NETHERLANDS,VYYA-8W2G-TX20,6.75
BW221109122376,shipped,Bol,2021-07-15T16:40:02,2021-07-15T19:50:49,53.87,NETHERLANDS,KRKE-VPC2-FPG2,5.89
BW221109122146,shipped,Bol,2021-09-20T10:04:57,2021-09-20T12:15:44,67.69,NETHERLANDS,CLFP-J9TF-1E66,13.29
BW221109122141,shipped,Bol,2021-06-20T15:26:39,2021-06-20T19:55:36,212.72,BELGIUM,NL3R-AGF8-2QYQ,15.87
BW221109122129,shipped,Bol,2022-08-16T21:04:44,2022-08-17T15:58:23,53.26,BELGIUM,8CRJ-BFXQ-JHD7,10.67
BW221109122081,shipped,Bol,2021-06-20T15:26:23,2021-06-20T19:55:49,57.41,BELGIUM,DM1H-KY70-9N57,5.17
BW221109122072,shipped,Amazon,2021-09-15T06:50:07,2021-09-15T14:30:41,25.18,GERMANY,XAJA-K429-W6FL,4.94
BW221109121929,shipped,Bva NL,2022-07-17T22:14:12,2022-07-18T21:05:41,12.87,NETHERLANDS,1767a958-df22-4ce7-2ac2-08da672d211e,
